# Puzzle từ kho mở Lichess (CC0) — sinh bởi tool/build_puzzles.dart
# id|fen|các nước UCI|elo|chủ đề
T3IVl|r3r1k1/ppb5/2p1nqpp/2Pp2p1/3P2P1/P2QPN1P/1P1N1K2/R4R2 w - - 4 25|f2e2 e6f4 e2d1 f4d3|1027|crushing,middlegame,pin,short
8UNpw|6k1/6q1/ppn3p1/3p1pN1/P4P1Q/5K2/1B1pr1PP/8 b - - 1 41|g7b2 h4h7 g8f8 h7f7|1027|endgame,mate,mateIn2,short
Oekj5|1kr5/1pp2R2/p7/4Q3/3P4/P6p/KPP5/6q1 w - - 2 32|f7h7 g1g8 d4d5 g8h7|1027|crushing,endgame,fork,short
Msc7L|1Q6/6pk/6p1/1p3p2/3P4/P7/1r5r/1K1R4 w - - 0 33|b1c1 h2c2|1029|blindSwineMate,endgame,mate,mateIn1,oneMove,queenRookEndgame
WGTw6|5r1k/6pp/1qnpB3/4p1Q1/1p2P3/1P6/P1N2rPP/R4RK1 w - - 0 22|f1f2 b6f2 g1h1 f2f1 a1f1 f8f1|1031|backRankMate,fork,long,mate,mateIn3,middlegame
dMISu|3r2k1/2p1qpp1/1p5p/p1r5/P7/1PP2Q1P/3R1PP1/5RK1 w - - 1 28|f1d1 d8d2 d1d2 e7e1 g1h2 e1d2|1031|attraction,crushing,endgame,fork,long
5tLU7|8/4kp1p/pp2pp2/8/PP3N2/6P1/1r5P/4R1K1 b - - 0 32|b2b4 f4d5 e7d6 d5b4|1032|crushing,endgame,pin,short
Z5eOv|r3k2r/2qn1pp1/Pp2pb2/6p1/2BP4/2N2b2/5PPP/1R1Q1RK1 w kq - 0 17|d1f3 c7h2|1033|kingsideAttack,mate,mateIn1,middlegame,oneMove
2Yjri|8/1B5p/4k1p1/3p1bP1/1b1PpB2/1P2P3/1K6/8 b - - 21 52|f5g4 b7c8 e6e7 c8g4|1034|bishopEndgame,crushing,endgame,short,skewer
cY442|rn3rk1/1b2qppp/p3p3/1p1P4/2p1B3/2P2N2/PP2QPPP/R4RK1 b - - 0 15|e6d5 e4h7 g8h7 e2e7|1035|crushing,discoveredAttack,kingsideAttack,master,middlegame,short
66izd|r2k1R2/1p1n2q1/pbpQB2p/6p1/4P2P/8/PPP3P1/1R5K b - - 0 25|g7f8 d6d7|1036|mate,mateIn1,middlegame,oneMove
0Etdg|8/8/3p4/P2k3p/6p1/1P6/5KP1/8 w - - 0 51|a5a6 d5c6 a6a7 c6b7 a7a8q b7a8|1040|crushing,endgame,long,pawnEndgame
VyWeM|r4k2/1n3pp1/P6p/8/8/4B2P/5PP1/R5K1 w - - 0 40|a6b7 a8a1 g1h2 a1b1 b7b8q b1b8|1040|advantage,endgame,hangingPiece,long
mQE5A|4r1k1/pp3pp1/2p4p/3q3b/5RQP/3P4/5PP1/4RBK1 b - - 0 30|h5g4 e1e8 g8h7 f4g4|1042|advantage,endgame,hangingPiece,intermezzo,short
G3G6S|3r1rk1/ppp3pp/6p1/8/2B1P3/2N4R/PqP1KP2/5R2 b - - 1 24|g8h8 h3h7 h8h7 f1h1|1043|attraction,mate,mateIn2,middlegame,pillsburysMate,sacrifice,short
NLFi7|r2qk2r/p3ppbp/b4np1/3p4/2P5/6P1/PP1N1PBP/R1BQ1RK1 b kq - 1 11|a8c8 d1a4 d8d7 a4a6|1043|advantage,fork,opening,short
0V7P0|6r1/4kp2/p2p3p/3Npq1b/1p5P/1B1PKNR1/1PP2P2/8 b - - 3 30|e7f8 g3g8 f8g8 d5e7 g8f8 e7f5|1043|attraction,crushing,fork,long,middlegame
97DZ2|4r1k1/ppp2ppp/2qp4/8/4r3/2P1PQ2/PP4PP/3R1RK1 b - - 0 18|e4e3 f3f7 g8h8 f7f8 e8f8 f1f8|1045|backRankMate,endgame,long,mate,mateIn3,sacrifice
X4gOk|6rk/5prp/p3pp2/Q7/1PpP1P2/PqP3P1/5K1P/2R1R3 w - - 9 32|a5a6 b3b2 e1e2 b2c1|1045|crushing,deflection,endgame,short
8UNPl|3r2k1/1b3p1p/2q1p1p1/Q3P3/2BP1P2/2P5/5P1P/1R4K1 w - - 1 32|c4f1 c6h1|1045|endgame,mate,mateIn1,oneMove
PIsVY|rn2q1k1/pp4pp/4br2/3p1p2/3P4/P1N3P1/1P3PBP/R2Q1K1R w - - 0 15|g2d5 e6d5 c3d5 e8b5 f1g2 b5d5|1046|advantage,fork,long,middlegame
TzIwt|8/4r1pp/1pPN1k2/p2n4/5PP1/5R1K/7P/8 b - - 0 36|e7c7 d6e8 f6f7 e8c7|1047|crushing,endgame,fork,short
Z5cgg|r2q2k1/pb1n1pp1/4r2p/2Q1P3/1P6/P4N1P/4BPP1/R2R2K1 w - - 0 25|e2b5 d7c5 d1d8 a8d8|1047|crushing,middlegame,short
CFXh8|8/p5p1/5k2/8/P4n1P/6P1/7K/8 b - - 0 53|f6e6 g3f4 e6f5 h2g3|1048|crushing,defensiveMove,endgame,hangingPiece,master,short
IT5u2|4k3/2R2pK1/8/4P3/5P1r/8/8/8 w - - 9 54|c7f7 h4g4 g7f6 g4f4 f6e6 f4f7|1048|crushing,endgame,interference,long,rookEndgame
dfVH1|2r2r1k/1p6/p3b1p1/6Q1/3q4/8/PP3PPP/R3R1K1 w - - 0 24|e1e6 d4f2 g1h1 f2f1 a1f1 f8f1|1049|backRankMate,endgame,long,mate,mateIn3,sacrifice
6HHSR|6k1/5p1p/2Q3p1/4Pq2/2B5/2b4P/5rP1/5RK1 w - - 0 32|e5e6 f2f1 c4f1 c3d4|1049|crushing,endgame,master,short
gyskw|1r4k1/2bQ1ppp/2p5/2P1p3/qp2P3/2P2R2/P5PP/7K b - - 1 26|b4c3 d7f7 g8h8 f7f8 b8f8 f3f8|1049|backRankMate,endgame,fork,long,mate,mateIn3,sacrifice
PIsmk|r3k2r/pp1bppb1/7p/q2p2p1/2pP4/2P1PNP1/PPB2PP1/R2QK2R w KQkq - 0 16|f3g5 h6g5 h1h8 g7h8|1050|advantage,hangingPiece,middlegame,short
lGOpX|8/3rk2N/3bp1Pq/p1p5/3p4/P4Qn1/1PP5/1K4R1 b - - 4 39|h6g6 f3f8|1050|master,mate,mateIn1,middlegame,oneMove
Q452F|4r2k/p7/2p2Q2/3p1b2/3P3p/6Pq/PP3P2/5RK1 b - - 1 30|h8h7 f6f7 h7h6 f7e8|1051|advantage,endgame,fork,short
Zj9tK|r1b2rk1/1p1p1pp1/3q3p/b1p4P/p1BpPPP1/Q2P4/PPPB4/2KR3R w - - 1 19|a3a4 a5d2 d1d2 a8a4|1051|crushing,discoveredAttack,middlegame,queensideAttack,short
h9cVo|r5k1/5pp1/q1p1p2p/2Pp4/r4n2/1R3P2/1R4PP/1Q4K1 b - - 1 30|a4a1 b3b8 a6c8 b8c8 a8c8 b1a1|1053|crushing,long,middlegame
h9eOA|2rqr1k1/pp3pbp/3p2p1/8/2Np2P1/1P1Q3P/P1P2PK1/4RR2 b - - 2 21|d6d5 e1e8 d8e8 c4d6 e8e6 d6c8|1053|advantage,fork,long,middlegame
Y44UK|7r/1p1k1pp1/p3p2p/3pP3/N2K4/rPN3B1/5PPP/nR6 b - - 3 24|a1b3 b1b3 a3b3 a4c5 d7e7 c5b3|1054|advantage,attraction,fork,long,middlegame,sacrifice
86JwY|3r2k1/3pQ1pp/p3p3/1p2q3/8/P6P/1P3RP1/7K b - - 5 31|d8c8 e7f7 g8h8 f7f8 c8f8 f2f8|1054|backRankMate,endgame,long,mate,mateIn3,sacrifice
nwezz|r7/q4k1p/2b1p1pn/1pPpPp2/1P3P1Q/3B4/6PP/5RK1 b - - 4 26|f7g7 h4f6 g7g8 f6e6 h6f7 e6c6|1055|crushing,fork,long,middlegame
mrYfq|r4r2/5p1k/p4Q1p/4B1p1/8/3b3P/5PPK/5q2 b - - 0 28|f8g8 f6f7 g8g7 f7g7|1056|endgame,mate,mateIn2,short
8UOtC|5k2/1r3p2/7q/2Rpp3/6p1/Pp2PP2/1P4PP/1Q4K1 w - - 0 34|b1f5 h6e3 g1f1 e3c5|1056|crushing,endgame,fork,short
7wxEe|2r1k2r/pp3ppp/3bpq2/1b1pN3/3P1B2/1Q6/PP3PPP/R2R2K1 b k - 7 16|b5a6 b3a4 b7b5 a4a6|1057|crushing,deflection,middlegame,short
QUWxx|5rk1/ppP3pp/8/7r/P1P1N3/3P3q/2P2P1P/1RB2RK1 w - - 1 24|f2f4 h3h2|1057|kingsideAttack,mate,mateIn1,middlegame,oneMove
W8LJL|r5r1/pp1q1p2/4nk2/3p1N1b/3P3P/P3Q3/P5P1/5RK1 b - - 1 30|f6g6 e3h6|1057|master,masterVsMaster,mate,mateIn1,middlegame,oneMove
gN5rr|8/8/8/8/4pbk1/7R/4K2p/8 w - - 6 58|h3h2 f4h2 e2e3 g4f5|1060|crushing,defensiveMove,endgame,hangingPiece,master,short
4pw3C|3r1rk1/p4p1p/1pN1p1p1/4q3/4pb2/2P2P1R/PPK1Q3/6R1 b - - 1 34|e5f5 c6e7 g8h8 e7f5 d8d2 e2d2|1060|crushing,fork,long,middlegame
Uid6T|r1b1k2r/ppp3pp/2n1p3/4PpB1/7P/5P2/PPP5/3RKB1R b Kkq - 0 14|c6e5 d1d8 e8f7 d8h8|1061|crushing,middlegame,short,skewer
nweOV|1kn3N1/6R1/5p2/2pPpP2/ppq1P2p/4QP1P/PP6/K7 w - - 0 37|g8f6 c4f1 e3c1 f1c1|1061|endgame,mate,mateIn2,short
1nitd|2kr3r/1bpq3p/p4Qp1/1p2p3/4P3/P2PN3/BbPB3P/R3K1R1 b Q - 0 19|b2a1 a2e6 d7e6 f6e6|1063|crushing,middlegame,pin,short
Fgkhg|5b2/5k2/1p6/pP2p3/2R5/8/8/3K4 b - - 3 39|f8c5 c4c5 b6c5 b5b6 f7e6 b6b7|1064|advancedPawn,crushing,endgame,long,sacrifice
TzI85|8/2R3bk/4B1pp/3np3/pP2b2P/8/K5R1/8 w - - 0 42|e6d5 e4d5 a2a3 d5g2|1064|advantage,endgame,fork,short
52E63|5r1k/6b1/2p3pn/3p1nN1/5P2/2PB3Q/1P3q2/2B1R2K w - - 7 39|e1e6 f5g3 h3g3 f2g3|1064|crushing,master,middlegame,short
J1yFb|8/8/6k1/R5pr/5P2/6P1/4K3/8 w - - 0 50|e2f3 g5g4 f3g4 h5a5|1066|crushing,discoveredAttack,endgame,rookEndgame,short
2l6hE|r1q5/ppp2rkp/2n2pp1/2NB2P1/2P5/1PQ1B2b/P4P2/3R2K1 w - - 0 24|d5f7 c8g4 g1h2 g4g2|1066|fork,mate,mateIn2,middlegame,short
lMuYu|r2qr1k1/pbp2pb1/1p1ppn2/2nP2Q1/2B1P2R/2N2PP1/PPP1N1P1/2K4R b - - 6 20|f6d7 h4h8|1067|mate,mateIn1,middlegame,oneMove,pin
ABCoQ|2k5/p1p2pp1/1p1r2qp/6r1/P7/4PQ2/1P3PPP/3R1RK1 b - - 6 22|d6f6 f3a8|1067|endgame,mate,mateIn1,oneMove
4Gj2c|6rk/ppp3r1/3p4/3Q4/7q/6PP/PP3P2/R3R1K1 w - - 0 29|g1h2 g7g3 d5h5 h4h5|1067|crushing,endgame,short
WKijG|r1b1k2r/ppBp1ppp/8/8/2nP4/5N2/PP3KPP/R7 b kq - 0 15|c4b2 a1e1 e8f8 c7d6 f8g8 e1e8|1069|backRankMate,long,mate,mateIn3,middlegame
3Nnv1|8/1p3rk1/p1n4p/4qpp1/1P1p4/P1RQPP2/6PP/1B4K1 w - - 0 35|e3d4 e5e1 d3f1 e1c3|1069|crushing,deflection,endgame,short
mjTmm|5r1k/pQp3pp/8/N1N1Pq2/6p1/2P1P3/PP4PP/R1B3K1 w - - 1 20|c1d2 f5f2 g1h1 f2f1 a1f1 f8f1|1070|backRankMate,fork,long,mate,mateIn3,middlegame,sacrifice
lnyky|rr6/2q1kppp/p1p1p3/3pP2b/Q1P2P2/7P/PP1N2P1/R3R1K1 b - - 0 21|b8b2 a4a3 e7e8 a3b2|1073|crushing,fork,middlegame,short
7ww7W|4n3/1q6/p3k3/1p2rp2/3Q3P/6P1/5P2/3R2K1 b - - 3 43|b7d5 d4b6 e8d6 d1d5|1073|advantage,discoveredAttack,endgame,master,short
T3IhY|7r/Q5kp/p5p1/1p3q2/4r3/P6R/1P3P2/K6R b - - 11 35|f5f7 h3h7 h8h7 h1h7 g7h7 a7f7|1074|attraction,crushing,endgame,long
Xty4x|r1bq1r1k/pppn2b1/2n5/4N1pp/2B1Pp2/2P4P/PP3PPB/RN1Q1RK1 b - - 0 16|d7e5 d1h5 g7h6 h5h6|1074|kingsideAttack,master,mate,mateIn2,middlegame,short
kxxfD|r2k4/1pp4p/p2r4/3P4/2p5/5P1P/PP2R3/4R2K b - - 1 27|d6h6 e2e8 d8d7 e8a8|1074|crushing,endgame,rookEndgame,short,skewer
l6LWT|3r2rk/1b3p1p/pp1bqPpQ/2p1N3/3Pp2P/1P2P3/PB3RP1/R5K1 w - - 0 26|d4c5 d6e5 b2e5 e6e5|1075|advantage,master,masterVsMaster,middlegame,short
IT6vd|r2n1k1r/pp2pbb1/1q3n1p/3pN3/3P1B1P/2P2N2/PPQ2PP1/R4RK1 b - - 8 16|f6e4 e5d7 f8g8 d7b6|1075|advantage,fork,master,middlegame,short
ZD7u5|rnb1k1nr/ppp1qppp/8/3P4/3P1p1b/5N2/PPP1K1PP/RNBQ1B1R w kq - 1 7|e2d2 e7e3|1075|mate,mateIn1,oneMove,opening
DU64o|r2qkb1r/ppp1npp1/3p3p/4N3/2B1P1b1/2N5/PPPP2PP/R1BQ1RK1 b kq - 0 8|g4d1 c4f7|1078|attackingF2F7,mate,mateIn1,oneMove,opening
5tLv0|2k4r/pppbb1p1/2nq4/3B3p/3P2n1/2N3rP/PP3P2/R1BQ1RK1 w - - 0 15|f2g3 d6g3 d5g2 g3h2|1078|kingsideAttack,mate,mateIn2,middlegame,short
RJotX|r2r2k1/pb2qppp/1p1p1n2/4p1N1/2Pn4/3PBB1P/PP3PP1/R1Q2RK1 w - - 5 16|f3b7 d4e2 g1h1 e2c1|1080|crushing,fork,middlegame,short
l6LBv|3r1rk1/1p1qbppp/p2p1n2/3Np3/4P3/3Q4/PPP2PPP/R1B2RK1 w - - 8 14|c1g5 f6d5 d3d5 e7g5|1081|crushing,discoveredAttack,middlegame,short
aD8q3|rbb3k1/1p5p/p1n1p2p/3p3q/3P4/P1NB1r2/1P2QPPP/R4RK1 w - - 0 17|e2f3 h5h2|1081|kingsideAttack,mate,mateIn1,middlegame,oneMove
hCi7H|3rq3/p6p/k1p5/1p1b4/1P4Q1/P5P1/5P1P/3R1K2 b - - 2 35|e8e4 g4e4 d5e4 d1d8|1081|crushing,endgame,short
86Mao|r2q1rk1/1b1p1p1p/p3p1pb/1p2P3/3BNn2/1B2Q3/PPP2PPP/3R1RK1 w - - 5 16|g2g3 f4h3 g1g2 h6e3|1083|crushing,discoveredAttack,kingsideAttack,middlegame,pin,short
gypsn|2B5/5k1p/6p1/4b3/4KpP1/5P1P/8/8 b - - 3 42|f7f6 g4g5 f6g5 e4e5|1086|bishopEndgame,crushing,deflection,endgame,short
np9Vc|rn1q1r2/1bpp2k1/p3pbn1/1p5Q/3P1B1P/2PB4/PP3PP1/RN3RK1 b - - 0 14|g6f4 h5h7|1086|mate,mateIn1,oneMove,opening,swallowstailMate
gehVc|8/4kp2/R3n1p1/3K3p/5P2/6PP/8/8 w - - 13 54|d5e5 f7f6 e5d5 e6c7 d5c4 c7a6|1087|crushing,endgame,fork,long
E4mWS|8/8/8/8/6p1/8/5KPk/8 b - - 7 55|g4g3 f2f3 h2g1 f3g3|1089|crushing,defensiveMove,endgame,pawnEndgame,short,zugzwang
T3FzJ|3r2k1/5p1p/4b1p1/p1QNb1q1/P3P3/6P1/1P4BP/5RK1 b - - 1 30|e5b2 d5e7 g5e7 c5e7|1090|crushing,middlegame,short
JIGu2|r5k1/3n1p2/p2N2pp/1Ppq4/3b4/3Q2BP/5PP1/4R1K1 w - - 0 25|b5a6 d4f2 g3f2 d5d3|1091|crushing,discoveredAttack,middlegame,short
T0vk5|3r4/5pk1/6p1/5PRp/7P/4K1P1/8/8 b - - 0 40|d8d5 f5f6 g7f6 g5d5|1091|crushing,discoveredAttack,endgame,master,rookEndgame,short
fKL3a|r2q3r/4k3/p1nppbpp/1p2p3/4P1B1/2N5/PPPQ1PPP/R3K2R w KQ - 0 16|e1c1 f6g5 c1b1 g5d2|1092|crushing,middlegame,pin,short
2MkmQ|5k2/8/p4p1p/1p2n3/8/1PP1RB2/r5PP/6K1 w - - 0 30|f3d5 a2a1 g1f2 e5g4|1092|advantage,endgame,master,short
59G6V|1r4k1/2R2pp1/3p3p/3rpQ2/pP1q4/P2P3P/5PP1/1K1R4 b - - 3 31|d5b5 f5f7 g8h8 f7g7|1092|endgame,kingsideAttack,mate,mateIn2,short
TLHsy|r1b2k1r/pp3ppp/2n1p3/1P1p2Pn/5P2/2NB3P/2P5/R1B1K2R b KQ - 0 16|c6b4 c1a3 f8g8 a3b4|1094|advantage,middlegame,pin,short
WHbZ5|8/8/8/p2kp2p/1P2p3/P3K1P1/8/8 b - - 0 51|a5b4 a3b4 d5c4 e3e4 c4b4 e4e5|1094|crushing,endgame,long,master,masterVsMaster,pawnEndgame
nwg0E|7r/1p1k1pp1/p4n1p/1prPp2P/4N3/5P2/PPP3P1/1K1R3R b - - 1 23|c5d5 e4f6 g7f6 d1d5|1095|advantage,endgame,intermezzo,short
7yzN2|rn2k2r/ppp2ppp/8/8/2b1q3/8/PP1QBPPP/2KR2NR b kq - 1 11|c4e2 d2d8|1095|mate,mateIn1,middlegame,oneMove
mra5S|8/1kp1n3/2p1P1p1/p7/7p/1P1R4/P3KP2/7r b - - 2 40|e7d5 d3d5 c6d5 e6e7 h4h3 e7e8q|1095|advancedPawn,advantage,endgame,long,promotion,sacrifice
atByd|rnbqkb1r/ppp1p3/5p1p/1B1pB1p1/3Pn3/4P3/PPP2PPP/RN1QK1NR b KQkq - 1 7|c8d7 d1h5|1096|mate,mateIn1,oneMove,opening
WfWob|8/8/2Pk4/3P3p/rp5P/1R6/5P1K/8 w - - 1 44|h2g3 a4a3 b3e3 a3e3|1097|crushing,endgame,master,pin,rookEndgame,short
lGQb1|5rk1/p6p/2p1q1p1/2P5/1P1r4/P2Q1pP1/5K1P/3R1R2 w - - 2 38|d3d4 e6e2 f2g1 e2g2|1097|endgame,mate,mateIn2,short
Zj9m8|3k4/4R3/1p1P1K2/p1p5/P1P2P2/7p/5r2/8 w - - 3 53|f6e5 f2e2 e5f6 e2e7 d6e7 d8e8 f4f5 h3h2|1097|advancedPawn,crushing,endgame,rookEndgame,veryLong
D9tlH|8/1p2k1r1/1P2R3/R4P1p/8/8/7r/2K5 b - - 10 47|e7d7 a5d5 d7c8 e6e8|1098|endgame,mate,mateIn2,rookEndgame,short
IrYvo|8/2Rb2pp/4k3/1p2p3/p2pP3/P5Pr/1P6/1K1B4 b - - 1 32|e6d6 c7d7 d6d7 d1g4 d7c6 g4h3|1099|advantage,attraction,endgame,fork,long,sacrifice
Idd5s|rnbq1r2/pp1k3Q/2pp4/3N1P2/3PP3/8/P1P5/b3K3 b - - 1 23|d8e7 h7e7|1100|mate,mateIn1,middlegame,oneMove
NLpI4|2r2r2/5pk1/4p1pp/pNq1P1n1/1p1R1P1Q/8/PP4PP/1K5R w - - 1 26|f4g5 c5c2 b1a1 c2c1 h1c1 c8c1|1100|backRankMate,long,mate,mateIn3,middlegame,sacrifice
X4efq|6k1/1p3pp1/p1nQ3p/8/2q2B1P/P1P3P1/1P6/K7 b - - 4 27|c6a5 d6d8 g8h7 d8a5 c4f1 a1a2|1100|crushing,endgame,fork,long
4pvHT|3r2k1/1pp2p2/2n4B/4P3/pP6/1qP2QP1/7P/2K5 b - - 6 32|c6d4 f3g4 g8h7 g4g7|1101|endgame,mate,mateIn2,short
RJnOv|3rr1k1/p4ppp/8/8/4n3/3BBQ2/PqP3PP/R4K1R w - - 0 23|d3e4 b2a1 f1f2 a1h1|1102|crushing,hangingPiece,middlegame,short,skewer
D9wX6|4q2k/pp4p1/2p4p/2np4/4NQ2/1B5P/PPP2PPK/8 b - - 0 30|e8e4 f4f8 h8h7 f8c5|1102|crushing,endgame,fork,short
4GkJi|4r2r/pp3p1k/1n3Qpp/1q1p4/6P1/1P3P1P/P4K2/2R1R3 b - - 0 26|e8e1 f6f7|1102|endgame,epauletteMate,mate,mateIn1,oneMove
UN2QS|r3kb1r/pbq2ppp/4pn2/3p4/8/2N1B3/PPP1QPPP/2KR1B1R b kq - 1 11|f8b4 e2b5 b7c6 b5b4|1103|crushing,fork,middlegame,short
97Eat|7k/6p1/5q1p/3Q4/N7/1P3PK1/P4BP1/7r w - - 5 39|f2d4 f6h4|1103|endgame,mate,mateIn1,oneMove
MK0da|3R4/pp3pk1/1b5p/2q3p1/4Q1B1/1P4P1/P4PP1/6K1 w - - 5 36|d8d5 c5f2 g1h2 f2g1 h2h3 g1h1|1104|endgame,long,mate,mateIn3
PmylY|3rr1k1/pp3ppp/1b6/3P1N2/8/2Bn2P1/PP4BK/5R2 b - - 4 24|g7g6 f5h6 g8f8 f1f7|1104|discoveredAttack,mate,mateIn2,middlegame,short
2l9IM|2r3k1/1b3ppp/p4P2/4p3/Np4Q1/1P2q3/1P4PP/3R3K b - - 0 25|g7g6 g4c8 b7c8 d1d8|1104|endgame,mate,mateIn2,sacrifice,short
7yzwX|8/3P4/5p1p/5P1P/4P3/1p6/p1k5/K7 w - - 2 57|d7d8q b3b2 a1a2 b2b1q a2a3 b1b3|1106|advancedPawn,endgame,exposedKing,long,mate,mateIn3,promotion,queenEndgame
2MjqW|r3k1nr/ppp1qp1p/2n5/4P3/2B2Nb1/5N2/PPP3P1/R2QK2R w KQkq - 1 14|e1g1 e7c5 g1h2 c5c4|1107|crushing,fork,opening,short
611dk|r1bq1rk1/1p2ppb1/p2p1npp/8/4P3/1BN2Q2/PPP2PPP/R1B2RK1 w - - 3 13|f1d1 c8g4 f3d3 g4d1|1108|advantage,opening,short,skewer
U9w9Q|2k2b1r/ppp2ppp/2n5/3r4/8/1P2P1P1/P3NPKP/R1B2R2 w - - 1 15|c1b2 d5d2 e2d4 d2b2 d4c6 b7c6|1109|advantage,fork,long,master,middlegame
TzG5v|8/pp4p1/3kp2p/P2n4/r7/4NKP1/5P1P/3R4 b - - 6 47|a4a5 e3c4 d6c7 c4a5|1109|crushing,endgame,fork,short
MmEzd|8/6R1/p5kp/3B4/4P3/2r3P1/1r6/7K b - - 5 55|g6h5 d5f7|1109|endgame,master,mate,mateIn1,morphysMate,oneMove
mF8rx|r1q2rk1/1p2ppbp/p1np2p1/8/3NPP2/2P1Bb2/PPBN1QP1/R5K1 w - - 0 17|f2f3 c6d4 e3d4 g7d4|1110|advantage,middlegame,short
KZp6R|r1b1kb1r/pp2pppp/5n2/1NqP4/1n6/5N2/PP3PPP/R1BQKB1R w KQkq - 3 10|c1e3 b4c2 d1c2 c5c2|1111|advantage,fork,opening,short
JwFZz|4r1k1/3Q1ppp/2P5/3p2q1/8/1B3p2/1PP2P2/R5K1 w - - 0 24|g1h2 g5g2|1111|endgame,mate,mateIn1,oneMove
QuIUr|5rk1/1Q3ppp/4p3/2PpN3/3P4/4P3/1p1q1PPP/5RK1 w - - 0 26|f1b1 d2c1 b1c1 b2c1q|1112|advancedPawn,backRankMate,endgame,mate,mateIn2,promotion,short
lGOLE|1k1r1b1r/pppqnppp/6b1/1B2P3/3nP1P1/2N1BP1P/PPPQ4/R3K2R w KQ - 0 13|b5d7 d4f3 e1f2 f3d2|1113|crushing,fork,master,middlegame,short
hCkWn|4r1k1/6pp/5p2/3q4/1p4Q1/1Pb1BR1P/P5P1/2Rr3K w - - 4 33|f3f1 d1f1 c1f1 e8e3|1114|crushing,middlegame,short
gN3vV|8/pp4p1/7k/3pN1p1/3Pn1K1/2P4P/1P2R1P1/1r6 w - - 2 36|g4f5 e4g3 f5e6 g3e2|1114|crushing,endgame,fork,short
X4h1V|8/5pbk/6pp/4P3/1pp3P1/7P/1qBQ1PK1/8 b - - 0 43|b4b3 c2g6 h7g6 d2b2|1114|crushing,discoveredAttack,endgame,master,short
E4nzL|4rrk1/2p1R1QR/2p2q2/p7/3P1p2/2Pb4/PP3PPP/6K1 b - - 2 26|f6g7 e7g7|1114|blindSwineMate,endgame,mate,mateIn1,oneMove
PIsNO|8/p5pk/2p1bp2/4p2p/P2rP3/qPQP1PP1/2NR1K1P/8 b - - 6 36|a3b3 c3b3 e6b3 c2d4|1114|crushing,endgame,master,short
mUdXR|R7/8/8/8/5p2/4pP2/2k2rP1/4K3 b - - 18 56|f2g2 a8a2 c2c3 a2g2|1115|crushing,endgame,rookEndgame,short,skewer
0JOyR|8/7p/6r1/P1p4k/2N2R1P/1P1PPR1K/2P5/6r1 w - - 9 42|c4e5 g1h1|1117|endgame,mate,mateIn1,oneMove
FgjmJ|3r2k1/6rp/p2pqnBR/1p2p1Q1/6P1/P4P2/1PP5/2K4R b - - 0 24|g7g6 h6g6 h7g6 g5g6|1117|crushing,middlegame,short
Fc4Hk|6rk/ppp4p/3p4/5b2/6P1/6QP/Pq3P2/4RK2 b - - 6 28|b2a2 g3c3 g8g7 e1e8|1118|crushing,endgame,short
m9Es0|4r1k1/1p3pp1/p4np1/3p4/3N3B/PNP2P1P/1PQ3Pq/4RnK1 w - - 3 26|g1f1 h2h1 f1f2 h1e1|1118|mate,mateIn2,middlegame,short
oWO2d|r3k1nr/pp1nbppp/4p3/3pP3/Nq1P4/3B1b2/PP1B1PPP/2RQ1RK1 w kq - 0 14|d2b4 f3d1 f1d1 e7b4|1118|advantage,intermezzo,opening,short
1PXDS|6k1/b4R2/pq4pp/1p1rP3/6P1/2QB1P2/PP5P/7K w - - 1 34|c3c7 b6g1|1118|endgame,mate,mateIn1,oneMove
JIHPM|r3r1k1/pp2qppp/2p1p3/4P3/3Pn3/2P5/PP2B1PP/R2QK2R w KQ - 0 18|e2d3 e7h4 g2g3 e4g3 h2g3 h4h1|1119|advantage,long,middlegame
cWdy5|r2qk2r/pp1n1pp1/3bp3/7p/3Q4/5N1P/PPP2nP1/RNB1R1K1 w kq - 0 12|g1f2 d6c5 d4c5 d7c5|1120|advantage,opening,pin,short
7yymk|8/7p/5pp1/8/1P2k3/4P3/6PK/8 w - - 1 57|b4b5 e4d5 h2g3 d5c5 e3e4 c5b5|1120|crushing,endgame,long,pawnEndgame
E69pe|3r2k1/n1r2ppp/3q4/7n/4B3/PQ3N2/1P3PPP/2R1R1K1 w - - 0 22|b3a2 c7c1 e1c1 d6d1 f3e1 d1c1|1121|attraction,crushing,long,middlegame,pin
B5OYo|6k1/ppp4p/3p4/2bNn1p1/2PPP1bQ/2N1P3/PP5r/R1K2r1R w - - 0 20|h1f1 e5d3 c1b1 h2b2|1121|mate,mateIn2,middlegame,queensideAttack,short
NLphW|r4rk1/p4ppp/2pP3b/3b3Q/6R1/3B4/PPP2qPP/R1B4K w - - 5 18|h5h6 f2e1 d3f1 e1f1|1122|kingsideAttack,mate,mateIn2,middlegame,short
hCk3N|r3kb1r/2q3p1/pp4p1/P2pNp2/2pPn3/4P2P/1PQN1PP1/2R1K2R b Kkq - 1 21|f8b4 c2a4 b6b5 a4b4|1123|crushing,fork,middlegame,short
52CXx|6r1/3bkpr1/p2qp2p/1p1pQ3/3P3P/3B2P1/P1P1RP2/1R4K1 w - - 3 28|e5e3 g7g3 f2g3 g8g3 g1f2 g3e3|1123|advantage,fork,long,middlegame,sacrifice
